case,config,test_sequence,model,runs,ate_before_m,ate_after_m,ate_after_seed_sd_m,improvement_pct,improvement_seed_sd_pct,r2_mean,n_test
V103_future2,rich,V103,CfC_time_head,3,1.0943483970913739,1.08544661641347,0.032696912285207186,0.8134320570636974,2.987797338773558,-0.059848247652878994,271
V103_future2,rich,V103,GRU,3,1.0943483970913739,1.0041927349637423,0.015428051802699488,8.238296173983784,1.4097934299264425,0.09349647015334399,271
V103_future2,rich,V103,MLP,3,1.0943483970913739,1.0438118825446125,0.00442629020036536,4.617954819605923,0.40446810285735674,0.020769048163853537,271
V103_future2,rich,V103,Mean,1,1.0943483970913739,1.0683537836458867,0.0,2.375350803690779,0.0,-0.025800802919948795,271
V103_future2,rich,V103,Oracle_previous_GT,1,1.0943483970913739,0.6804444631310799,0.0,37.821952776683666,0.0,0.5838803531371954,271
V103_future2,rich,V103,Ridge,1,1.0943483970913739,0.9380421769033462,0.0,14.283040081519548,0.0,0.20918011397198077,271
V103_future2,rich,V103,Zero,1,1.0943483970913739,1.0943483970913739,0.0,0.0,0.0,-0.07632657161351841,271
V103_future3,motion,V103,CfC_fixed,3,1.154186842806683,1.075511654979884,0.04490218629703602,6.816503611796642,3.8903741258950344,0.11566453944240303,362
V103_future3,motion,V103,CfC_fixed_head,3,1.154186842806683,1.1094196099106537,0.028087053857254594,3.8786816168487115,2.4334928120436876,0.06005938767710706,362
V103_future3,motion,V103,CfC_time,3,1.154186842806683,1.0758750683936327,0.04510307468761782,6.785017079437206,3.9077793139574193,0.11505404868732456,362
V103_future3,motion,V103,CfC_time_head,3,1.154186842806683,1.0853735688664214,0.061828373881428374,5.962056695510891,5.356877377936296,0.09802196182738732,362
V103_future3,motion,V103,GRU,3,1.154186842806683,0.9352419803214721,0.017618879571991593,18.969620373837717,1.526518837205511,0.332221306584295,362
V103_future3,motion,V103,MLP,3,1.154186842806683,1.0984997311572526,0.0055842124512097465,4.824791756767358,0.4838222239330332,0.07903823283889022,362
V103_future3,motion,V103,Mean,1,1.154186842806683,1.1473962027307312,0.0,0.5883484219451729,0.0,-0.004748312008677091,362
V103_future3,motion,V103,Oracle_previous_GT,1,1.154186842806683,0.7772719681127214,0.0,32.65631358068529,0.0,0.538919797591793,362
V103_future3,motion,V103,Ridge,1,1.154186842806683,0.9706823944173717,0.0,15.899024454574107,0.0,0.28090747641119884,362
V103_future3,motion,V103,Zero,1,1.154186842806683,1.154186842806683,0.0,0.0,0.0,-0.01667631748731213,362
V103_future3,rich,V103,CfC_fixed,3,1.154186842806683,1.1418364323718937,0.007328308195411421,1.0700529564828847,0.6349325710203818,0.004924235946011509,362
V103_future3,rich,V103,CfC_fixed_head,3,1.154186842806683,1.1322768703988932,0.02528054367544785,1.8983037750205487,2.1903337256879603,0.021068770597397424,362
V103_future3,rich,V103,CfC_time,3,1.154186842806683,1.1415803776171571,0.008919856641248499,1.0922378181742614,0.7728260547103247,0.005350719605208572,362
V103_future3,rich,V103,CfC_time_head,3,1.154186842806683,1.1322780943715602,0.025370453480776836,1.8981977287010565,2.1981236087462652,0.021063179671072668,362
V103_future3,rich,V103,GRU,3,1.154186842806683,0.9523327937525247,0.03728639595529958,17.488853759873212,3.2305337898869757,0.3067766507944463,362
V103_future3,rich,V103,MLP,3,1.154186842806683,1.1032990413809391,0.006372728294401915,4.4089743132054755,0.5521400918853903,0.07096636128750759,362
V103_future3,rich,V103,Mean,1,1.154186842806683,1.1473962027307312,0.0,0.5883484219451729,0.0,-0.004748312008677091,362
V103_future3,rich,V103,Oracle_previous_GT,1,1.154186842806683,0.7772719681127214,0.0,32.65631358068529,0.0,0.538919797591793,362
V103_future3,rich,V103,Ridge,1,1.154186842806683,0.974949752669907,0.0,15.529295906797714,0.0,0.27457096463880404,362
V103_future3,rich,V103,Zero,1,1.154186842806683,1.154186842806683,0.0,0.0,0.0,-0.01667631748731213,362
V103_global_diagnostic,motion,V103,CfC_fixed,3,0.9124684081923602,0.8452816229059906,0.011307681184993505,7.363190296031134,1.2392408420357848,0.02853134816011042,432
V103_global_diagnostic,motion,V103,CfC_fixed_head,3,0.9124684081923602,0.8563107845964762,0.008041847115491817,6.15447319509228,0.8813288266519872,0.0031051481466628874,432
V103_global_diagnostic,motion,V103,CfC_time,3,0.9124684081923602,0.8486944902247339,0.009390754208276552,6.98916448997563,1.029159379542803,0.020726147863239675,432
V103_global_diagnostic,motion,V103,CfC_time_head,3,0.9124684081923602,0.8554306863969279,0.009415938340561456,6.250925652146859,1.0319193800051478,0.005120479488957071,432
V103_global_diagnostic,motion,V103,GRU,3,0.9124684081923602,0.7922376991326464,0.028170650699287005,13.176424299214489,3.0873014831378423,0.14570472193689224,432
V103_global_diagnostic,motion,V103,MLP,3,0.9124684081923602,0.8591238538215137,0.004721901125830837,5.846180962749654,0.5174865325129601,-0.003397231049622048,432
V103_global_diagnostic,motion,V103,Mean,1,0.9124684081923602,0.8955804187484961,0.0,1.8508026461233729,0.0,-0.0903285979683277,432
